id,equipment_id,tenant_id,computed_at,health_index,iso_score,trend_score,correlation_score,uptime_score,crest_factor,kurtosis,drms_dt,iso_grade,vel_rms_avg,vel_rms_max,predicted_days_to_service,predicted_failure_mode,operating_hours,operating_state,notes,created_at,hi_iso_component,hi_trend_component,hi_correlation_component,hi_uptime_component
2495,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-04-27,71,,,,,1.404,1.662,,B,4.163,,,,,RUNNING,,2026-04-02 07:11:31.962881,95.6,0,100,85
2498,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-04-28,90,,,,,1.212,3.547,,B,5.134,,,,,RUNNING,,2026-04-02 07:11:58.410963,86.5,81.6,100,100
2500,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-04-29,89.9,,,,,1.171,3.299,,B,5.086,,,,,RUNNING,,2026-04-02 07:12:13.822918,86.8,80.6,100,100
2502,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-04-30,87.8,,,,,1.233,4.518,,B,5.121,,,,,RUNNING,,2026-04-02 07:12:13.850726,86.6,76.7,94.8,100
2505,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-01,89.7,,,,,1.181,2.633,,B,5.155,,,,,RUNNING,,2026-04-02 07:12:13.870855,86.4,80.4,100,100
2507,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-02,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:12:24.211726,,,,
2510,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-03,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:12:52.883774,,,,
2513,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-04,70.3,,,,,1.326,1.899,,B,4.268,,,,,RUNNING,,2026-04-02 07:13:30.988478,95.1,0,100,81.5
2518,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-05,88.9,,,,,1.167,3.025,,B,5.106,,,,,RUNNING,,2026-04-02 07:14:06.38672,86.6,76.9,100,100
2519,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-06,88.8,,,,,1.13,2.836,,B,5.033,,,,,RUNNING,,2026-04-02 07:14:15.791826,87.1,75.9,100,100
2521,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-07,87.9,,,,,1.154,2.918,,B,5.091,,,,,RUNNING,,2026-04-02 07:14:30.838983,86.7,73,100,100
2524,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-08,89.2,,,,,1.129,3.681,,B,4.944,,,,,RUNNING,,2026-04-02 07:14:44.703483,87.6,76.9,100,100
2527,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-09,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:14:44.737318,,,,
2531,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-10,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:15:06.415545,,,,
2682,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-09,81.9,,,,,1,3,,C,9.798,,,,,RUNNING,,2026-04-02 07:32:25.756953,66.6,80,100,10.7
2932,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-19,76,,,,,1.069,2.721,,C,13.407,,,,,RUNNING,,2026-04-02 09:59:48.568646,54.8,76.5,100,100
2933,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-20,76.4,,,,,1.039,3.365,,C,13.638,,,,,RUNNING,,2026-04-02 10:00:02.552357,54,79.4,100,100
2934,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-21,76.8,,,,,1.051,3.777,,C,13.709,,,,,RUNNING,,2026-04-02 10:00:14.547573,53.8,81,100,100
2935,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-22,76.3,,,,,1.028,2.913,,C,13.766,,,,,RUNNING,,2026-04-02 10:00:30.075581,53.6,79.6,100,100
2936,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-23,75.6,,,,,1.026,2.67,,C,13.901,,,,,RUNNING,,2026-04-02 10:00:30.082047,53.2,77.3,100,100
2739,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-10,81.9,,,,,1.062,3.347,,C,9.977,,,,,RUNNING,,2026-04-02 09:37:53.669461,65.8,82.5,100,100
2476,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-06,90.2,,,,,1.135,2.853,,B,4.756,,,,,RUNNING,,2026-04-02 07:10:56.162017,88.7,79,100,100
2480,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-07,87.8,,,,,1.194,4.792,,B,4.81,,,,,RUNNING,,2026-04-02 07:10:56.212951,88.4,76,92.1,100
2482,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-08,78,,,,,1.611,1.432,,B,4.348,,,,,RUNNING,,2026-04-02 07:10:56.261817,99.7,100,100,100
2486,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-09,73.1,,,,,1.959,2.532,,B,4.259,,,,,RUNNING,,2026-04-02 07:10:56.310124,93.6,2.5,100,100
2489,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-10,91.2,,,,,1.178,3.642,,B,4.721,,,,,RUNNING,,2026-04-02 07:11:20.214503,88.9,82.6,100,100
2492,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-11,90.8,,,,,1.11,2.039,,B,4.625,,,,,RUNNING,,2026-04-02 07:11:31.915556,89.4,80.1,100,100
2494,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-12,90.8,,,,,1.135,3.286,,B,4.679,,,,,RUNNING,,2026-04-02 07:11:31.96286,89.1,80.6,100,100
2496,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-13,96.2,,,,,1.38,1.352,,B,3.76,,,,,RUNNING,,2026-04-02 07:11:58.369193,98.1,100,100,80.1
2499,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-14,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:11:58.410934,,,,
2504,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-26,83.4,,,,,1.201,6.016,,B,4.521,,,,,RUNNING,,2026-04-02 07:12:13.856057,90,85.5,79.8,66.9
2508,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-27,90.4,,,,,1.148,2.703,,B,4.469,,,,,RUNNING,,2026-04-02 07:12:52.675205,90.3,77,100,100
2511,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-01,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:12:52.88364,,,,
2514,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-02,72,,,,,1.547,1.745,,B,3.903,,,,,RUNNING,,2026-04-02 07:13:30.988514,96.6,0,100,89.2
2516,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-03,73.8,,,,,1.265,9.11,,B,4.448,,,,,RUNNING,,2026-04-02 07:14:06.385129,91.2,50.1,48.9,100
2523,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-04,96.9,,,,,1.288,3.492,,B,4.058,,,,,RUNNING,,2026-04-02 07:14:44.703008,94.7,100,100,93.3
2525,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-05,88.8,,,,,1.169,5.396,,B,4.472,,,,,RUNNING,,2026-04-02 07:14:44.73226,90.3,82,86,100
2530,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-06,90.1,,,,,1.158,4.121,,B,4.56,,,,,RUNNING,,2026-04-02 07:15:06.415001,89.8,77.7,98.8,100
2740,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-11,88,,,,,1.24,3.401,,C,9.463,,,,,RUNNING,,2026-04-02 09:38:06.317378,70,100,100,100
2741,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-12,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:38:06.322786,,,,
2742,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-13,62.4,,,,,1.268,1.609,,C,8.82,,,,,RUNNING,,2026-04-02 09:38:17.732858,74.1,0,100,85
2743,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-14,81.4,,,,,1.078,4.488,,C,10.62,,,,,RUNNING,,2026-04-02 09:38:28.790558,63.7,87.7,95.1,100
2744,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-15,78.9,,,,,1.044,3.567,,C,10.56,,,,,RUNNING,,2026-04-02 09:38:43.051883,63.9,73.4,100,100
2745,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-16,76.8,,,,,1.054,2.187,,C,11.042,,,,,RUNNING,,2026-04-02 09:38:57.31818,62.4,67.3,100,100
2746,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-17,68.7,,,,,1.086,8.171,,C,11.855,,,,,RUNNING,,2026-04-02 09:39:12.241306,59.7,72.7,58.3,100
2747,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-18,87.5,,,,,1.385,1.314,,C,10.094,,,,,RUNNING,,2026-04-02 09:39:37.05342,71.3,100,100,93.3
2748,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-19,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:39:37.058648,,,,
2749,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-20,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:39:47.835861,,,,
2750,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-21,77.2,,,,,1.034,3.311,,C,13.512,,,,,RUNNING,,2026-04-02 09:39:55.617797,54.4,81.7,100,100
2751,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-22,71.8,,,,,1.04,1.789,,C,13.856,,,,,RUNNING,,2026-04-02 09:40:10.811794,53.3,62,100,100
2752,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-23,74.2,,,,,1.022,3.051,,C,14.41,,,,,RUNNING,,2026-04-02 09:40:10.820867,51.5,74.3,100,100
2753,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-24,75.1,,,,,1.027,3.464,,C,14.409,,,,,RUNNING,,2026-04-02 09:40:24.021145,51.5,77.8,100,100
2754,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-25,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:40:38.312227,,,,
2755,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-26,86.8,,,,,2.051,3.113,,A,1.874,,,,,RUNNING,,2026-04-02 09:40:50.816692,100,47.1,100,100
2756,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-27,59.9,,,,,1.219,1.886,,C,12.32,,,,,RUNNING,,2026-04-02 09:40:50.823209,62.2,0,100,100
2757,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-28,76.8,,,,,1.038,2.218,,C,14.71,,,,,RUNNING,,2026-04-02 09:41:03.397336,50.6,86.2,100,100
2758,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-29,74.6,,,,,1.046,2.991,,C,15.016,,,,,RUNNING,,2026-04-02 09:41:20.202599,49.6,78.9,100,100
2759,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-30,76.4,,,,,1.035,2.968,,C,14.608,,,,,RUNNING,,2026-04-02 09:41:35.79902,50.9,84.1,100,100
2760,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-07-31,70.7,,,,,1.049,2.385,,C,14.903,,,,,RUNNING,,2026-04-02 09:41:49.790829,50,62.8,100,100
2761,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-01,94.7,,,,,2.41,3.906,,B,6.607,,,,,RUNNING,,2026-04-02 09:41:59.983144,93.3,100,100,82.9
2762,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-02,83,,,,,2.84,5.736,,B,5.738,,,,,RUNNING,,2026-04-02 09:41:59.990075,97,54.9,82.6,93.3
2763,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-03,59.5,,,,,1.24,1.908,,C,13.084,,,,,RUNNING,,2026-04-02 09:42:10.31347,61.2,0,100,100
2764,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-04,77.6,,,,,1.067,3.394,,C,15.707,,,,,RUNNING,,2026-04-02 09:42:24.446221,47.4,94.4,100,100
2765,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-05,76.1,,,,,1.036,2.593,,C,15.706,,,,,RUNNING,,2026-04-02 09:42:39.247493,47.4,88.8,100,100
3003,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-03-31,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 10:14:29.059007,,,,
2766,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-06,72.6,,,,,1.065,5.475,,C,15.433,,,,,RUNNING,,2026-04-02 09:42:50.733979,48.3,85,85.2,100
2532,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-07,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:15:16.619509,,,,
2535,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-08,93.5,,,,,1.613,2.102,,A,0.758,,,,,RUNNING,,2026-04-02 07:15:48.019091,100,75.6,100,97.5
2538,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-09,81.6,,,,,1.422,1.622,,A,0.992,,,,,RUNNING,,2026-04-02 07:15:48.03185,96.3,0,100,100
2543,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-10,90.4,,,,,1.124,3.052,,B,4.672,,,,,RUNNING,,2026-04-02 07:15:59.405358,89.1,78.8,100,100
2546,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-11,91.6,,,,,1.137,2.408,,B,4.802,,,,,RUNNING,,2026-04-02 07:15:59.413072,88.4,84.9,100,100
2548,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-12,68.1,,,,,1.285,17.914,,B,4.845,,,,,RUNNING,,2026-04-02 07:16:19.797956,88.6,70.8,0,99.6
2551,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-13,64.6,,,,,1.273,1.32,,C,7.652,,,,,RUNNING,,2026-04-02 07:16:48.923609,74.1,0,100,100
2554,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-14,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:17:08.872838,,,,
2557,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-15,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:17:40.968871,,,,
2560,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-16,65.8,,,,,1.312,1.714,,B,6.988,,,,,RUNNING,,2026-04-02 07:18:08.273994,81.6,0,100,87.8
2563,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-17,79.3,,,,,1.068,2.15,,C,8.975,,,,,RUNNING,,2026-04-02 07:18:29.117358,69,66.6,100,100
2564,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-18,84.1,,,,,1.081,2.355,,C,9.151,,,,,RUNNING,,2026-04-02 07:18:29.132664,68.4,87,100,100
2567,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-19,81.8,,,,,1.083,3.563,,C,9.298,,,,,RUNNING,,2026-04-02 07:19:08.899779,68,78.6,100,100
2572,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-20,82.8,,,,,1.134,2.719,,C,9.382,,,,,RUNNING,,2026-04-02 07:19:21.692815,67.7,82.9,100,100
2574,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-21,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:19:44.228386,,,,
2578,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-22,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:20:02.604318,,,,
2581,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-23,65,,,,,1.324,1.903,,B,7.63,,,,,RUNNING,,2026-04-02 07:20:30.456335,78.1,0,100,91.9
2586,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-24,83.2,,,,,1.077,2.387,,C,9.348,,,,,RUNNING,,2026-04-02 07:20:50.333748,67.8,84.3,100,100
2591,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-03-25,81.6,,,,,1.104,3.247,,C,9.489,,,,,RUNNING,,2026-04-02 07:21:00.481795,67.3,78.5,100,100
2767,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-07,74.8,,,,,1.05,2.609,,C,15.73,,,,,RUNNING,,2026-04-02 09:43:15.086141,47.3,83.4,100,100
2768,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-08,84.7,,,,,1.339,1.283,,C,12.067,,,,,RUNNING,,2026-04-02 09:43:15.09197,66.5,100,100,87.1
2769,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-09,81.6,,,,,1,3,,A,1.06,,,,,RUNNING,,2026-04-02 09:43:15.095872,100,80,100,10.7
2937,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-24,84.5,,,,,1.261,1.612,,C,11.64,,,,,RUNNING,,2026-04-02 10:00:40.336602,66.5,100,100,86.4
2938,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-25,59.2,,,,,1.215,1.911,,C,11.892,,,,,RUNNING,,2026-04-02 10:00:40.342304,65.1,0,100,87.8
2939,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-26,74.7,,,,,1.036,3.538,,C,14.12,,,,,RUNNING,,2026-04-02 10:00:50.544004,52.5,75,100,100
2940,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-27,74.8,,,,,1.046,4.042,,C,14.32,,,,,RUNNING,,2026-04-02 10:00:50.550553,51.8,76.8,99.6,100
2941,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-28,73,,,,,1.059,5.227,,C,14.408,,,,,RUNNING,,2026-04-02 10:01:01.686803,51.5,79.3,87.7,100
2942,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-29,83.2,,,,,1.205,1.189,,C,12.507,,,,,RUNNING,,2026-04-02 10:01:30.237746,58,100,100,100
2943,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-30,79.4,,,,,1.048,2.554,,C,10.946,,,,,RUNNING,,2026-04-02 10:01:44.101426,62.7,77.4,100,100
2944,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-01-31,79.6,,,,,1.034,2.266,,C,11.001,,,,,RUNNING,,2026-04-02 10:01:58.791982,62.5,78.5,100,100
2945,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-01,55.8,,,,,1.091,43.819,,C,10.995,,,,,RUNNING,,2026-04-02 10:01:58.798323,62.8,62.9,0,100
2534,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-11,30,,,,,1.396,1.831,,-,,,,,,OFFLINE,,2026-04-02 07:15:27.307722,95.2,0,100,80.8
2537,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-12,88.8,,,,,1.114,3.387,,B,4.898,,,,,RUNNING,,2026-04-02 07:15:48.031596,87.8,74.7,100,100
2540,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-13,88.9,,,,,1.154,4.418,,B,4.993,,,,,RUNNING,,2026-04-02 07:15:59.39059,87.3,79.3,95.8,100
2542,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-14,89.1,,,,,1.151,3.96,,B,4.967,,,,,RUNNING,,2026-04-02 07:15:59.402903,87.4,76.6,100,100
2545,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-15,85,,,,,1.203,5.966,,B,5.014,,,,,RUNNING,,2026-04-02 07:15:59.411578,87.2,76.2,80.3,100
2549,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-16,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:16:29.162092,,,,
2552,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-17,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:16:56.924073,,,,
2556,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-18,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:17:31.343807,,,,
2559,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-19,87.4,,,,,1.246,5.53,,B,4.892,,,,,RUNNING,,2026-04-02 07:17:58.79925,87.9,81,84.7,100
2562,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-20,89.1,,,,,1.11,2.133,,B,4.953,,,,,RUNNING,,2026-04-02 07:18:29.114828,87.5,76.3,100,100
2565,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-21,87.6,,,,,1.212,5.249,,B,4.957,,,,,RUNNING,,2026-04-02 07:18:29.132664,87.5,80.4,87.5,100
2568,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-22,88.6,,,,,1.154,4.63,,B,4.982,,,,,RUNNING,,2026-04-02 07:19:08.899779,87.4,79.7,93.7,100
2569,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-23,89.8,,,,,1.099,2.773,,B,4.977,,,,,RUNNING,,2026-04-02 07:19:21.675656,87.4,79.2,100,100
2571,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-24,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:19:21.692722,,,,
2575,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-25,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:19:44.229308,,,,
2579,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-26,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:20:02.604763,,,,
2582,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-27,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:20:30.45639,,,,
2585,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-28,88.6,,,,,1.122,2.119,,B,4.9,,,,,RUNNING,,2026-04-02 07:20:50.330509,87.8,74,100,100
2588,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-29,96.1,,,,,1.34,3.072,,B,4.453,,,,,RUNNING,,2026-04-02 07:20:50.336513,92.8,100,100,93.3
2590,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-05-30,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 07:21:00.475554,,,,
2770,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-10,60.1,,,,,1.279,1.727,,C,12.27,,,,,RUNNING,,2026-04-02 09:43:15.652499,62.8,0,100,100
2771,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-11,73.3,,,,,1.034,2.23,,C,14.956,,,,,RUNNING,,2026-04-02 09:43:23.775431,49.8,73.4,100,100
2772,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-12,79.9,,,,,1.057,2.076,,C,14.944,,,,,RUNNING,,2026-04-02 09:43:35.28427,49.8,100,100,100
2773,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-13,77.2,,,,,1.068,3.896,,C,14.859,,,,,RUNNING,,2026-04-02 09:43:46.495911,50.1,88.6,100,100
2946,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-02,79.1,,,,,1.037,2.634,,C,11.155,,,,,RUNNING,,2026-04-02 10:02:27.655423,62,77,100,100
2947,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-03,79.3,,,,,1.041,3.356,,C,11.223,,,,,RUNNING,,2026-04-02 10:02:43.728853,61.8,78.6,100,100
2948,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-04,79.1,,,,,1.027,2.761,,C,11.347,,,,,RUNNING,,2026-04-02 10:02:58.689934,61.4,78.4,100,100
2949,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-05,79.4,,,,,1.039,3.109,,C,11.431,,,,,RUNNING,,2026-04-02 10:03:09.544864,61.1,80,100,100
2555,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-02-28,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 07:17:08.872865,,,,
2774,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-14,78.9,,,,,1.064,2.082,,C,14.4,,,,,RUNNING,,2026-04-02 09:43:59.70144,51.6,93.2,100,100
2775,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-15,87.2,,,,,1.65,1.215,,B,9.236,,,,,RUNNING,,2026-04-02 09:43:59.708056,79.1,100,100,70.4
2776,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-16,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:43:59.714319,,,,
2777,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-17,58.8,,,,,1.307,1.759,,C,12.971,,,,,RUNNING,,2026-04-02 09:44:15.106577,62.1,0,100,93.3
2778,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-18,78.4,,,,,1.052,2.107,,C,15.822,,,,,RUNNING,,2026-04-02 09:44:34.225547,47,98.2,100,100
2779,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-19,73.5,,,,,1.035,2.526,,C,15.743,,,,,RUNNING,,2026-04-02 09:44:45.293538,47.3,78.6,100,100
2780,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-20,50.5,,,,,1.142,30.362,,C,16.041,,,,,RUNNING,,2026-04-02 09:44:45.299409,46.4,67.9,0,100
2781,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-21,56.1,,,,,1.11,38.784,,C,16.619,,,,,RUNNING,,2026-04-02 09:45:06.659622,45,92.4,0,100
2782,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-22,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:45:21.516171,,,,
2783,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-23,30,,,,,,,,-,,,,,,PARTIAL,,2026-04-02 09:45:32.249865,,,,
2784,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-24,72.3,,,,,1.108,4.416,,C,16.66,,,,,RUNNING,,2026-04-02 09:45:43.231219,44.3,81.7,95.8,100
2785,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-25,78.4,,,,,1.148,2.588,,C,16.152,,,,,RUNNING,,2026-04-02 09:45:53.385771,46,100,100,100
2786,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-08-26,75.9,,,,,1.095,2.663,,C,16.645,,,,,RUNNING,,2026-04-02 09:46:04.787905,44.4,92.5,100,100
2950,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-06,81.2,,,,,1.286,1.265,,C,9.004,,,,,RUNNING,,2026-04-02 10:03:21.08256,74.4,100,100,42.6
2951,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-07,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 10:03:21.08875,,,,
2952,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2026-02-08,30,,,,,,,,-,,,,,,OFFLINE,,2026-04-02 10:03:33.769127,,,,
2623,73,b2c3d4e5-f6a7-8901-bcde-f12345678901,2025-06-13,98.3,,,,,2.248,3.846,,A,1.823,,,,,RUNNING,,2026-04-02 07:25:24.284257,100,93,100,100
